"ensembl_gene_id"	"mean.ncl"	"mean.cl"	"fc"	"pv"	"padj"	"mgi_symbol"	"chromosome_name"	"description"	"Ensembl ID"	"GNF GeneAtlas Specificity"	"calculated FPKMs"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"CuffDiff FPKMs"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"Cluster"
"ENSMUSG00000040856"	0.580722928786222	6.13223212576849	10.5596521538861	0	0	"Dlk1"	"12"	"delta like non-canonical Notch ligand 1 [Source:MGI Symbol;Acc:MGI:94900]"	"ENSMUSG00000040856"	"TRE"	"0.083709178"	"7.317494074"	"1.881586683"	"8.372634787"	"0.089757262"	"5.887776781"	"0.124515613"	"0.38862"	"33.6122"	"8.64556"	"39.3727"	"0.357095"	"25.8184"	"0.573849"	"1"
"ENSMUSG00000027368"	0.187835660249153	0.101653443647225	0.541182880356095	0.00354381376900113	0.0535431664504527	"Dusp2"	"2"	"dual specificity phosphatase 2 [Source:MGI Symbol;Acc:MGI:101911]"	"ENSMUSG00000027368"	"TRE"	"1.161142653"	"4.723840235"	"0.343169764"	"5.483593087"	"1.158264379"	"5.86326068"	"1.493956338"	"1.13187"	"4.52043"	"0.310938"	"5.2215"	"1.07689"	"5.39517"	"1.35272"	"1"
"ENSMUSG00000040857"	0.147116850020453	0.238563346834382	1.62159091090664	0.00184059244548721	0.0311390695323003	"Erf"	"7"	"Ets2 repressor factor [Source:MGI Symbol;Acc:MGI:109637]"	"ENSMUSG00000040857"	"TRE"	"8.967935564"	"4.546077362"	"8.696470231"	"2.021241973"	"2.481273375"	"1.728398611"	"1.651238578"	"14.237"	"7.22165"	"12.6517"	"3.38108"	"3.7898"	"2.38047"	"2.31957"	"1"
"ENSMUSG00000024598"	0.42762478244711	0.758265919529544	1.77320387090364	6.27900129433947e-10	3.83270239006481e-08	"Fbn2"	"18"	"fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490]"	"ENSMUSG00000024598"	"TRE"	"1.525615731"	"2.027329628"	"1.948093561"	"0.444046262"	"0.718939153"	"0.226158691"	"0.185744062"	"1.32494"	"1.70057"	"1.57924"	"0.378763"	"0.584899"	"0.175297"	"0.142526"	"1"
"ENSMUSG00000024912"	0.15090024770704	0.266798415738681	1.76804491571576	0.000202267727596411	0.00451258117415385	"Fosl1"	"19"	"fos-like antigen 1 [Source:MGI Symbol;Acc:MGI:107179]"	"ENSMUSG00000024912"	"TRE"	"2.466878158"	"1.851525848"	"1.112761711"	"1.058133939"	"0.912934042"	"1.38508593"	"1.065458286"	"1.09432"	"0.912729"	"0.142129"	"0.340749"	"0.303287"	"0.502039"	"0.359752"	"1"
"ENSMUSG00000028214"	0.691042478038254	0.531318192959531	0.768864736749394	0.0068266805120847	0.0910621893482626	"Gem"	"4"	"GTP binding protein (gene overexpressed in skeletal muscle) [Source:MGI Symbol;Acc:MGI:99844]"	"ENSMUSG00000028214"	"TRE"	"20.15334646"	"49.77088366"	"95.03203161"	"49.67717562"	"53.55957468"	"38.08404636"	"45.08175339"	"19.6493"	"49.2138"	"89.2522"	"48.4079"	"49.6883"	"35.5068"	"41.9546"	"1"
"ENSMUSG00000025407"	0.118056014189792	0.213341049431242	1.80711716294492	0.000762136892415879	0.0145377612228329	"Gli1"	"10"	"GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]"	"ENSMUSG00000025407"	"TRE"	"0.020087506"	"0.140450992"	"0.067718201"	"0.202612734"	"0.007560576"	"0.136850168"	"0.025696572"	"0.0119942"	"0.13867"	"0.0515508"	"0.185402"	"0.0208742"	"0.108207"	"0.0185409"	"1"
"ENSMUSG00000022491"	0.32744284070511	0.111364906333357	0.340104874773093	3.11470880770451e-09	1.73468818998434e-07	"Glycam1"	"15"	"glycosylation dependent cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:95759]"	"ENSMUSG00000022491"	"TRE"	"0.034729575"	"1.63180232"	"0.034148031"	"1.856590266"	"0.38887975"	"1.072775928"	"0.533126047"	"0.0377287"	"1.30256"	"0.0340532"	"1.44523"	"0.283009"	"0.91124"	"0.413366"	"1"
"ENSMUSG00000055653"	0.22276957664401	1.09160797985843	4.90016633466447	8.48541122687739e-69	6.47436876610745e-66	"Gpc3"	"X"	"glypican 3 [Source:MGI Symbol;Acc:MGI:104903]"	"ENSMUSG00000055653"	"TRE"	"5.426944331"	"6.784958724"	"1.832759115"	"6.348687477"	"3.44936253"	"4.998136721"	"2.82830965"	"6.02649"	"7.40321"	"1.86465"	"6.90522"	"3.51098"	"5.14756"	"2.91198"	"1"
"ENSMUSG00000051839"	0.240549724959372	0.102342534810067	0.425452720128251	3.76040857436437e-05	0.000999718377087112	"Gypa"	"8"	"glycophorin A [Source:MGI Symbol;Acc:MGI:95880]"	"ENSMUSG00000051839"	"TRE"	"0.065343687"	"0.209334247"	"0.023363459"	"0.287602669"	"0.046952544"	"0.148082409"	"0"	"0.0557172"	"0.174449"	"0.0172746"	"0.237629"	"0.0333823"	"0.133614"	"0"	"1"
"ENSMUSG00000022367"	0.196677519102801	0.471250681567361	2.39605768731018	7.96831919017721e-13	7.91224789928829e-11	"Has2"	"15"	"hyaluronan synthase 2 [Source:MGI Symbol;Acc:MGI:107821]"	"ENSMUSG00000022367"	"TRE"	"0.254535269"	"21.99423446"	"5.008852861"	"20.42063005"	"31.50899586"	"20.27340799"	"32.99081985"	"0.250346"	"21.9621"	"4.72508"	"20.0879"	"29.4625"	"19.2601"	"31.0118"	"1"
"ENSMUSG00000028332"	0.179545101398057	0.100522177941533	0.559871459364811	0.00842569963446484	0.108778491050705	"Hemgn"	"4"	"hemogen [Source:MGI Symbol;Acc:MGI:2136910]"	"ENSMUSG00000028332"	"TRE"	"0.293983181"	"2.572000346"	"0.037182712"	"2.346114947"	"0.124010657"	"1.542629093"	"0.133708632"	"0.300576"	"2.67108"	"0.0178688"	"2.41283"	"0.117926"	"1.52566"	"0.108999"	"1"
"ENSMUSG00000032126"	0.227198354921201	0.126716634366237	0.55773570372103	0.00232482359496237	0.0374227933113141	"Hmbs"	"9"	"hydroxymethylbilane synthase [Source:MGI Symbol;Acc:MGI:96112]"	"ENSMUSG00000032126"	"TRE"	"15.68272849"	"19.68564942"	"12.8298337"	"22.6048323"	"25.2703407"	"20.94532398"	"24.30995283"	"13.5669"	"16.2937"	"10.2067"	"18.7572"	"20.2228"	"16.9904"	"19.6811"	"1"
"ENSMUSG00000043342"	0.145255946471921	0.225169241415481	1.55015506686336	0.00590482137364428	0.0810319911527084	"Hoxd9"	"2"	"homeobox D9 [Source:MGI Symbol;Acc:MGI:96210]"	"ENSMUSG00000043342"	"TRE"	"0.079435037"	"0.350330951"	"0.112187549"	"0.153920429"	"0.087658816"	"0.139529818"	"0.143625978"	"0.0613506"	"0.309829"	"0.0817034"	"0.132319"	"0.0443541"	"0.111858"	"0.0934517"	"1"
"ENSMUSG00000076612"	0.179863489250502	0.1	0.555977204805178	0.00845485885476579	0.108970562604498	"Ighg2c"	"12"	"immunoglobulin heavy constant gamma 2C [Source:MGI Symbol;Acc:MGI:2686979]"	"ENSMUSG00000076612"	"TRE"	"0.017909228"	"2.239569865"	"0.255335424"	"3.296707878"	"1.14423582"	"3.01836635"	"1.300145384"	"0.0194558"	"2.10901"	"0.248317"	"3.05733"	"1.05239"	"2.74344"	"1.17749"	"1"
"ENSMUSG00000047330"	0.285967425987342	0.185709358306422	0.6494073850028	0.00557652856207288	0.0775025736404664	"Kcne4"	"1"	"potassium voltage-gated channel, Isk-related subfamily, gene 4 [Source:MGI Symbol;Acc:MGI:1891125]"	"ENSMUSG00000047330"	"TRE"	"1.210257194"	"0.333594853"	"0.073031971"	"0.383405097"	"0.063312217"	"0.336217983"	"0.078248338"	"1.348"	"0.355799"	"0.0629128"	"0.440229"	"0.0609843"	"0.361146"	"0.0776275"	"1"
"ENSMUSG00000034205"	0.195975336173427	0.295820692684616	1.50947919498825	0.00323668347417201	0.0494907713585821	"Loxl2"	"14"	"lysyl oxidase-like 2 [Source:MGI Symbol;Acc:MGI:2137913]"	"ENSMUSG00000034205"	"TRE"	"4.458719838"	"22.36658001"	"12.69731031"	"18.62640193"	"17.67303701"	"16.67026558"	"16.76188533"	"4.54771"	"23.3685"	"12.8745"	"18.8017"	"17.0944"	"16.4969"	"16.1842"	"1"
"ENSMUSG00000022577"	0.118462036237711	0.212691380882132	1.79543917728491	0.00077829786688293	0.0147386236798003	"Ly6h"	"15"	"lymphocyte antigen 6 complex, locus H [Source:MGI Symbol;Acc:MGI:1346030]"	"ENSMUSG00000022577"	"TRE"	"4.323409744"	"10.73923657"	"5.265131993"	"10.47704324"	"7.086811314"	"10.19309154"	"7.24212864"	"12.5074"	"33.3746"	"13.1537"	"31.1796"	"17.7933"	"27.3885"	"18.0428"	"1"
"ENSMUSG00000030787"	0.286086658061688	0.107613281364386	0.376156239139198	1.97551303270356e-07	8.32771515996032e-06	"Lyve1"	"7"	"lymphatic vessel endothelial hyaluronan receptor 1 [Source:MGI Symbol;Acc:MGI:2136348]"	"ENSMUSG00000030787"	"TRE"	"0.00416302"	"0.652011539"	"0.319278198"	"0.768422866"	"0.098713806"	"0.663270199"	"0.133136659"	"0.00452253"	"0.643999"	"0.286046"	"0.74121"	"0.0883175"	"0.620024"	"0.119947"	"1"
"ENSMUSG00000056972"	0.106445343957997	0.192451372411278	1.80798300099645	0.00131115296905932	0.0231041504709529	"Magel2"	"7"	"melanoma antigen, family L, 2 [Source:MGI Symbol;Acc:MGI:1351648]"	"ENSMUSG00000056972"	"TRE"	"0.004203278"	"1.139394361"	"0.010006145"	"1.623815137"	"0.008221731"	"1.092037553"	"0.00754304"	"0.00229752"	"1.15005"	"0.0089743"	"1.63187"	"0.00605084"	"1.06266"	"0"	"1"
"ENSMUSG00000051855"	0.129289859122652	0.274652041326569	2.12431232573328	2.39596082944619e-06	8.12496939052197e-05	"Mest"	"6"	"mesoderm specific transcript [Source:MGI Symbol;Acc:MGI:96968]"	"ENSMUSG00000051855"	"TRE"	"3.439421529"	"5.870829244"	"2.671060462"	"3.076312029"	"1.043580265"	"1.756563542"	"0.903609194"	"1.61713"	"6.12186"	"1.8234"	"2.78793"	"0.776226"	"1.68551"	"0.47131"	"1"
"ENSMUSG00000074480"	0.163921859562179	0.274789320424615	1.6763433574909	0.000713825609799861	0.013719116883559	"Mex3a"	"3"	"mex3 RNA binding family member A [Source:MGI Symbol;Acc:MGI:1919890]"	"ENSMUSG00000074480"	"TRE"	"5.027401562"	"8.96942966"	"8.762084202"	"5.499056828"	"7.368893892"	"4.328505479"	"5.347605923"	"5.35802"	"9.48851"	"8.86717"	"5.79453"	"7.52029"	"4.39931"	"5.42202"	"1"
"ENSMUSG00000060572"	0.20384342466932	0.473661989635209	2.32365596488381	3.92601447755329e-12	3.52417534867431e-10	"Mfap2"	"4"	"microfibrillar-associated protein 2 [Source:MGI Symbol;Acc:MGI:99559]"	"ENSMUSG00000060572"	"TRE"	"1.09099136"	"0.436463734"	"0.858178234"	"0.459309506"	"0.212456157"	"0.411289998"	"0.169902859"	"0.913897"	"0.434916"	"0.619391"	"0.371188"	"0.146412"	"0.336381"	"0.113515"	"1"
"ENSMUSG00000017737"	0.175152423574247	0.335234885713271	1.91396087403361	4.89751428132966e-06	0.000159012910495938	"Mmp9"	"2"	"matrix metallopeptidase 9 [Source:MGI Symbol;Acc:MGI:97011]"	"ENSMUSG00000017737"	"TRE"	"129.2080522"	"39.01363538"	"90.88657694"	"26.57945901"	"22.20867893"	"16.27672524"	"8.562105238"	"123.187"	"37.5383"	"83.6772"	"24.8777"	"20.6019"	"14.7509"	"7.77249"	"1"
"ENSMUSG00000051790"	0.180485419909908	0.301975209122435	1.67312799711562	0.000348096054714831	0.00721731765617979	"Nlgn2"	"11"	"neuroligin 2 [Source:MGI Symbol;Acc:MGI:2681835]"	"ENSMUSG00000051790"	"TRE"	"10.94563981"	"1.918376053"	"7.920714685"	"0.804805211"	"1.041144032"	"0.855576345"	"0.85864795"	"11.8712"	"2.03484"	"8.06485"	"0.839604"	"1.07819"	"0.880919"	"0.90302"	"1"
"ENSMUSG00000032014"	0.137537768506205	0.227875414892924	1.65682064910515	0.00248429102264931	0.0394166506609632	"Oaf"	"9"	"out at first homolog [Source:MGI Symbol;Acc:MGI:94852]"	"ENSMUSG00000032014"	"TRE"	"5.372867244"	"5.163596964"	"2.787129336"	"5.257919213"	"3.204220702"	"4.607872096"	"3.613497076"	"5.15825"	"4.90315"	"2.52675"	"4.993"	"2.89988"	"4.17343"	"3.24472"	"1"
"ENSMUSG00000027188"	0.180541767063709	0.268876679573535	1.48927688006208	0.00820428776093235	0.106099517993074	"Pamr1"	"2"	"peptidase domain containing associated with muscle regeneration 1 [Source:MGI Symbol;Acc:MGI:2445082]"	"ENSMUSG00000027188"	"TRE"	"0.200840989"	"18.98098447"	"8.998286442"	"21.80584177"	"39.491606"	"29.33330606"	"44.40390213"	"0.195312"	"16.898"	"7.70824"	"19.4117"	"33.4048"	"25.4185"	"38.0896"	"1"
"ENSMUSG00000020717"	0.310192950959106	0.114877376364655	0.370341672850586	6.77636668716543e-08	2.98865189728741e-06	"Pecam1"	"11"	"platelet/endothelial cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97537]"	"ENSMUSG00000020717"	"TRE"	"2.240102184"	"1.841989033"	"0.627460298"	"2.101381818"	"1.330166403"	"1.850863346"	"1.517674327"	"2.65561"	"2.18206"	"0.673285"	"2.48257"	"1.41653"	"2.14898"	"1.70171"	"1"
"ENSMUSG00000067780"	0.309551316555184	0.444629154045183	1.43636654171981	0.00176414024143597	0.0300455134869564	"Pi15"	"1"	"peptidase inhibitor 15 [Source:MGI Symbol;Acc:MGI:1934659]"	"ENSMUSG00000067780"	"TRE"	"0.609043287"	"1.566953916"	"1.251034227"	"1.824342492"	"2.199490162"	"1.894428982"	"2.290000837"	"0.447492"	"1.23216"	"0.868476"	"1.43954"	"1.52766"	"1.40484"	"1.6605"	"1"
"ENSMUSG00000027978"	0.148167295014961	0.274383665235274	1.85185040468997	8.09450498291846e-05	0.00197319722107565	"Prss12"	"3"	"protease, serine 12 neurotrypsin (motopsin) [Source:MGI Symbol;Acc:MGI:1100881]"	"ENSMUSG00000027978"	"TRE"	"0.00416302"	"0.224128967"	"0.081866205"	"0.188956443"	"0.016452301"	"0.135361265"	"0.005325466"	"0.00410856"	"0.19709"	"0.0601117"	"0.162992"	"0.0154994"	"0.116011"	"0.00523702"	"1"
"ENSMUSG00000032487"	0.486489854008089	0.199236650859067	0.40953916966119	1.55014710034055e-10	1.06555156536922e-08	"Ptgs2"	"1"	"prostaglandin-endoperoxide synthase 2 [Source:MGI Symbol;Acc:MGI:97798]"	"ENSMUSG00000032487"	"TRE"	"0.987588245"	"112.8580394"	"16.10090391"	"182.9076958"	"309.9246987"	"228.4522654"	"376.4761703"	"0.947045"	"107.843"	"14.4496"	"170.448"	"274.361"	"207.543"	"337.708"	"1"
"ENSMUSG00000019539"	0.337866598550771	0.542799902504454	1.60655094298375	7.49683802605026e-06	0.000231582486391755	"Rcn3"	"7"	"reticulocalbin 3, EF-hand calcium binding domain [Source:MGI Symbol;Acc:MGI:1277122]"	"ENSMUSG00000019539"	"TRE"	"35.46227908"	"9.617330598"	"30.15574145"	"2.840783847"	"2.584723448"	"1.436030415"	"1.426322604"	"33.9709"	"9.23814"	"27.5724"	"2.65869"	"2.43905"	"1.20327"	"1.48911"	"1"
"ENSMUSG00000025921"	0.219293847123639	0.422957126780807	1.92872318274549	2.48318834584167e-07	1.03438312477265e-05	"Rdh10"	"1"	"retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]"	"ENSMUSG00000025921"	"TRE"	"6.653394881"	"11.69584717"	"10.46002808"	"10.45857725"	"12.80635712"	"9.621498077"	"13.09003032"	"6.22528"	"10.994"	"9.40095"	"9.6499"	"11.1759"	"8.51446"	"11.5271"	"1"
"ENSMUSG00000038530"	0.208623264540735	0.123319119157089	0.591109143213559	0.00576208364773012	0.0792156724904159	"Rgs4"	"1"	"regulator of G-protein signaling 4 [Source:MGI Symbol;Acc:MGI:108409]"	"ENSMUSG00000038530"	"TRE"	"3.550009725"	"30.52014665"	"84.91652249"	"23.29700798"	"12.98450172"	"25.58559421"	"14.17617235"	"3.4189"	"30.1474"	"79.8242"	"22.7322"	"11.6032"	"23.9802"	"13.0906"	"1"
"ENSMUSG00000031880"	0.177152554617672	0.324235735227193	1.83026282588446	2.60457464177912e-05	0.000728530622999412	"Rrad"	"8"	"Ras-related associated with diabetes [Source:MGI Symbol;Acc:MGI:1930943]"	"ENSMUSG00000031880"	"TRE"	"12.67905133"	"25.22710266"	"73.86544389"	"25.23689449"	"22.9842093"	"19.12683898"	"18.24687362"	"11.2446"	"23.3511"	"64.148"	"22.998"	"20.5217"	"16.9715"	"15.9837"	"1"
"ENSMUSG00000052133"	0.146458769136474	0.304322949348185	2.07787455228856	5.78021062784427e-07	2.23873132438842e-05	"Sema5b"	"16"	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:MGI Symbol;Acc:MGI:107555]"	"ENSMUSG00000052133"	"TRE"	"0.118590796"	"0.520648693"	"0.121895991"	"0.579679273"	"0.064611376"	"0.352194935"	"0.084913913"	"0.104454"	"0.718498"	"0.128813"	"0.659963"	"0.0406622"	"0.338926"	"0.0563135"	"1"
"ENSMUSG00000033965"	0.160844301105766	0.268547759052305	1.66961314268584	0.000858137557360001	0.0158702108004247	"Slc16a2"	"X"	"solute carrier family 16 (monocarboxylic acid transporters), member 2 [Source:MGI Symbol;Acc:MGI:1203732]"	"ENSMUSG00000033965"	"TRE"	"1.797162167"	"1.928007177"	"7.843439685"	"1.03190987"	"0.884811434"	"0.925666235"	"0.975327669"	"1.8437"	"1.94355"	"7.4633"	"1.01403"	"0.90627"	"0.94746"	"0.928441"	"1"
